"Indicator","Phase","State","Value","Year","Month"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nevada",38.3,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Hampshire",28.8,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Jersey",36.1,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Mexico",39.5,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New York",31.9,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Carolina",32.3,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Dakota",32.7,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Ohio",28.2,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oklahoma",42.1,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oregon",34.5,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Pennsylvania",35.6,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Rhode Island",37.3,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Carolina",31.3,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Dakota",28,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Tennessee",34.5,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Texas",37,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Utah",38.8,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Vermont",26,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Virginia",31.9,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Washington",28.5,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","West Virginia",37.5,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wisconsin",27.6,"2022","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wyoming",34.5,"2022","Jul"
"Symptoms of Depressive Disorder","3","Alabama",32.6,"2022","Aug"
"Symptoms of Depressive Disorder","3","Alaska",22.5,"2022","Aug"
"Symptoms of Depressive Disorder","3","Arizona",20.7,"2022","Aug"
"Symptoms of Depressive Disorder","3","Arkansas",23.4,"2022","Aug"
"Symptoms of Depressive Disorder","3","California",24.4,"2022","Aug"
"Symptoms of Depressive Disorder","3","Colorado",21.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","Connecticut",20,"2022","Aug"
"Symptoms of Depressive Disorder","3","Delaware",20.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","District of Columbia",22.5,"2022","Aug"
"Symptoms of Depressive Disorder","3","Florida",23.4,"2022","Aug"
"Symptoms of Depressive Disorder","3","Georgia",25.4,"2022","Aug"
"Symptoms of Depressive Disorder","3","Hawaii",18.9,"2022","Aug"
"Symptoms of Depressive Disorder","3","Idaho",17.7,"2022","Aug"
"Symptoms of Depressive Disorder","3","Illinois",23.5,"2022","Aug"
"Symptoms of Depressive Disorder","3","Indiana",18.1,"2022","Aug"
"Symptoms of Depressive Disorder","3","Iowa",19.9,"2022","Aug"
"Symptoms of Depressive Disorder","3","Kansas",22.1,"2022","Aug"
"Symptoms of Depressive Disorder","3","Kentucky",23.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Louisiana",24.6,"2022","Aug"
"Symptoms of Depressive Disorder","3","Maine",16.1,"2022","Aug"
"Symptoms of Depressive Disorder","3","Maryland",20,"2022","Aug"
"Symptoms of Depressive Disorder","3","Massachusetts",19.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Michigan",21.5,"2022","Aug"
"Symptoms of Depressive Disorder","3","Minnesota",17.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Mississippi",23.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Missouri",21.6,"2022","Aug"
"Symptoms of Depressive Disorder","3","Montana",26.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","Nebraska",23.2,"2022","Aug"
"Symptoms of Depressive Disorder","3","Nevada",21.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","New Hampshire",18.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","New Jersey",19.5,"2022","Aug"
"Symptoms of Depressive Disorder","3","New Mexico",24.4,"2022","Aug"
"Symptoms of Depressive Disorder","3","New York",16,"2022","Aug"
"Symptoms of Depressive Disorder","3","North Carolina",20.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","North Dakota",15.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Ohio",21.6,"2022","Aug"
"Symptoms of Depressive Disorder","3","Oklahoma",24.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Oregon",17.1,"2022","Aug"
"Symptoms of Depressive Disorder","3","Pennsylvania",24.2,"2022","Aug"
"Symptoms of Depressive Disorder","3","Rhode Island",22.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","South Carolina",18.6,"2022","Aug"
"Symptoms of Depressive Disorder","3","South Dakota",18.6,"2022","Aug"
"Symptoms of Depressive Disorder","3","Tennessee",23,"2022","Aug"
"Symptoms of Depressive Disorder","3","Texas",24.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","Utah",23,"2022","Aug"
"Symptoms of Depressive Disorder","3","Vermont",20.9,"2022","Aug"
"Symptoms of Depressive Disorder","3","Virginia",18.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Washington",19.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","West Virginia",27.3,"2022","Aug"
"Symptoms of Depressive Disorder","3","Wisconsin",19.8,"2022","Aug"
"Symptoms of Depressive Disorder","3","Wyoming",19.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Alabama",38.8,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Alaska",31.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Arizona",29,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Arkansas",27,"2022","Aug"
"Symptoms of Anxiety Disorder","3","California",30.1,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Colorado",29.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Connecticut",26.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Delaware",24.4,"2022","Aug"
"Symptoms of Anxiety Disorder","3","District of Columbia",28.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Florida",31.4,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Georgia",29,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Hawaii",25.6,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Idaho",26.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Illinois",26.1,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Indiana",27,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Iowa",24.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Kansas",28.8,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Kentucky",27,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Louisiana",30.3,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Maine",25.6,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Maryland",26.8,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Massachusetts",27.1,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Michigan",26.8,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Minnesota",22.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Mississippi",31.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Missouri",27.8,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Montana",31.6,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Nebraska",26.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Nevada",29.7,"2022","Aug"
"Symptoms of Anxiety Disorder","3","New Hampshire",26.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","New Jersey",19.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","New Mexico",30.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","New York",23.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","North Carolina",26.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","North Dakota",22.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Ohio",28.7,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Oklahoma",31.1,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Oregon",24.8,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Pennsylvania",31.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Rhode Island",29.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","South Carolina",22,"2022","Aug"
"Symptoms of Anxiety Disorder","3","South Dakota",22,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Tennessee",27.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Texas",32.3,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Utah",28.3,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Vermont",28.3,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Virginia",29.5,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Washington",25.9,"2022","Aug"
"Symptoms of Anxiety Disorder","3","West Virginia",38.2,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Wisconsin",24.1,"2022","Aug"
"Symptoms of Anxiety Disorder","3","Wyoming",23.9,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alabama",42.3,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alaska",35.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arizona",31.4,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arkansas",31.4,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","California",33.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Colorado",32.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Connecticut",29.2,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Delaware",30.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","District of Columbia",35.1,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Florida",35.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Georgia",34.1,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Hawaii",29.3,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Idaho",31,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Illinois",31.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Indiana",30.7,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Iowa",28.7,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kansas",32.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kentucky",31.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Louisiana",34.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maine",30.2,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maryland",31,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Massachusetts",29.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Michigan",30.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Minnesota",27.7,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Mississippi",35.2,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Missouri",31.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Montana",36.1,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nebraska",31,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nevada",32.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Hampshire",28.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Jersey",24.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Mexico",32.4,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New York",26.3,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Carolina",29.7,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Dakota",26,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Ohio",33,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oklahoma",34.9,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oregon",29.4,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Pennsylvania",35.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Rhode Island",33.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Carolina",25.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Dakota",28.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Tennessee",33.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Texas",36.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Utah",32.9,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Vermont",30.8,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Virginia",32,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Washington",30.5,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","West Virginia",42.6,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wisconsin",27.9,"2022","Aug"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wyoming",28.2,"2022","Aug"
"Symptoms of Depressive Disorder","3","Alabama",29.7,"2022","Sep"
"Symptoms of Depressive Disorder","3","Alaska",24.4,"2022","Sep"
"Symptoms of Depressive Disorder","3","Arizona",26.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Arkansas",30.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","California",23.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Colorado",26.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Connecticut",22.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Delaware",26.1,"2022","Sep"
"Symptoms of Depressive Disorder","3","District of Columbia",14.7,"2022","Sep"
"Symptoms of Depressive Disorder","3","Florida",24.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","Georgia",22.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Hawaii",24.4,"2022","Sep"
"Symptoms of Depressive Disorder","3","Idaho",26.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Illinois",22.4,"2022","Sep"
"Symptoms of Depressive Disorder","3","Indiana",26,"2022","Sep"
"Symptoms of Depressive Disorder","3","Iowa",21,"2022","Sep"
"Symptoms of Depressive Disorder","3","Kansas",25.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Kentucky",24.9,"2022","Sep"
"Symptoms of Depressive Disorder","3","Louisiana",30.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","Maine",20.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Maryland",20.9,"2022","Sep"
"Symptoms of Depressive Disorder","3","Massachusetts",22.9,"2022","Sep"
"Symptoms of Depressive Disorder","3","Michigan",24.6,"2022","Sep"
"Symptoms of Depressive Disorder","3","Minnesota",18,"2022","Sep"
"Symptoms of Depressive Disorder","3","Mississippi",31.4,"2022","Sep"
"Symptoms of Depressive Disorder","3","Missouri",26.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Montana",19.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","Nebraska",22.6,"2022","Sep"
"Symptoms of Depressive Disorder","3","Nevada",24.6,"2022","Sep"
"Symptoms of Depressive Disorder","3","New Hampshire",23.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","New Jersey",17.9,"2022","Sep"
"Symptoms of Depressive Disorder","3","New Mexico",27,"2022","Sep"
"Symptoms of Depressive Disorder","3","New York",25.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","North Carolina",22.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","North Dakota",21.4,"2022","Sep"
"Symptoms of Depressive Disorder","3","Ohio",23.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","Oklahoma",29.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Oregon",27.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Pennsylvania",21.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Rhode Island",22.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","South Carolina",25,"2022","Sep"
"Symptoms of Depressive Disorder","3","South Dakota",24.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Tennessee",26.3,"2022","Sep"
"Symptoms of Depressive Disorder","3","Texas",26.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","Utah",26.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","Vermont",23.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","Virginia",22,"2022","Sep"
"Symptoms of Depressive Disorder","3","Washington",23.2,"2022","Sep"
"Symptoms of Depressive Disorder","3","West Virginia",25.8,"2022","Sep"
"Symptoms of Depressive Disorder","3","Wisconsin",19.5,"2022","Sep"
"Symptoms of Depressive Disorder","3","Wyoming",26.1,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Alabama",34.6,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Alaska",34.4,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Arizona",34.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Arkansas",38.3,"2022","Sep"
"Symptoms of Anxiety Disorder","3","California",33.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Colorado",32.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Connecticut",29.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Delaware",34.4,"2022","Sep"
"Symptoms of Anxiety Disorder","3","District of Columbia",29.3,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Florida",30.3,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Georgia",30.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Hawaii",30.8,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Idaho",30.2,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Illinois",30.2,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Indiana",34.7,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Iowa",24.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Kansas",31,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Kentucky",32.1,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Louisiana",40.2,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Maine",30.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Maryland",29.3,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Massachusetts",29.6,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Michigan",33,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Minnesota",24.6,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Mississippi",41.4,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Missouri",30.1,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Montana",29.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Nebraska",26,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Nevada",34.2,"2022","Sep"
"Symptoms of Anxiety Disorder","3","New Hampshire",36.1,"2022","Sep"
"Symptoms of Anxiety Disorder","3","New Jersey",28.6,"2022","Sep"
"Symptoms of Anxiety Disorder","3","New Mexico",33.8,"2022","Sep"
"Symptoms of Anxiety Disorder","3","New York",31.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","North Carolina",28.6,"2022","Sep"
"Symptoms of Anxiety Disorder","3","North Dakota",27.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Ohio",31.6,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Oklahoma",37.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Oregon",33.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Pennsylvania",30.2,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Rhode Island",27.2,"2022","Sep"
"Symptoms of Anxiety Disorder","3","South Carolina",31.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","South Dakota",30.4,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Tennessee",34,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Texas",31.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Utah",32.9,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Vermont",27.7,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Virginia",30.7,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Washington",31.3,"2022","Sep"
"Symptoms of Anxiety Disorder","3","West Virginia",28.7,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Wisconsin",28.5,"2022","Sep"
"Symptoms of Anxiety Disorder","3","Wyoming",30.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alabama",42.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alaska",41,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arizona",39.3,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arkansas",41.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","California",37.2,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Colorado",37.6,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Connecticut",34.5,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Delaware",39.6,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","District of Columbia",32.6,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Florida",33.4,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Georgia",35.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Hawaii",32.3,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Idaho",34.4,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Illinois",33.3,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Indiana",38.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Iowa",31.4,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kansas",37.5,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kentucky",35.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Louisiana",46,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maine",35.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maryland",32.4,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Massachusetts",33.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Michigan",37.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Minnesota",27.8,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Mississippi",46.8,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Missouri",36.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Montana",33.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nebraska",31.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nevada",37.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Hampshire",38.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Jersey",31.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Mexico",38.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New York",37.2,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Carolina",32.8,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Dakota",31.2,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Ohio",35.5,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oklahoma",42.8,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oregon",38.6,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Pennsylvania",33.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Rhode Island",30.3,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Carolina",36.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Dakota",33.8,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Tennessee",37.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Texas",36.9,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Utah",36.8,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Vermont",33,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Virginia",34.5,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Washington",35.7,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","West Virginia",36.5,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wisconsin",33.1,"2022","Sep"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wyoming",37.4,"2022","Sep"
"Symptoms of Depressive Disorder","3","Alabama",24.3,"2022","Oct"
"Symptoms of Depressive Disorder","3","Alaska",25.8,"2022","Oct"
"Symptoms of Depressive Disorder","3","Arizona",27.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Arkansas",30.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","California",26,"2022","Oct"
"Symptoms of Depressive Disorder","3","Colorado",22.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","Connecticut",19.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Delaware",19.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","District of Columbia",17.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Florida",25.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Georgia",22.8,"2022","Oct"
"Symptoms of Depressive Disorder","3","Hawaii",25.1,"2022","Oct"
"Symptoms of Depressive Disorder","3","Idaho",22.6,"2022","Oct"
"Symptoms of Depressive Disorder","3","Illinois",18.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","Indiana",29.3,"2022","Oct"
"Symptoms of Depressive Disorder","3","Iowa",22,"2022","Oct"
"Symptoms of Depressive Disorder","3","Kansas",23.5,"2022","Oct"
"Symptoms of Depressive Disorder","3","Kentucky",33.1,"2022","Oct"
"Symptoms of Depressive Disorder","3","Louisiana",33,"2022","Oct"
